chr01	0	50000	46	49275	50000	0.9855000
chr01	50000	100000	45	49916	50000	0.9983200
chr01	100000	150000	48	49296	50000	0.9859200
chr01	150000	200000	30	49591	50000	0.9918200
chr01	200000	250000	33	49092	50000	0.9818400
chr01	250000	300000	48	38951	50000	0.7790200
chr01	300000	350000	55	27268	50000	0.5453600
chr01	350000	400000	43	30859	50000	0.6171800
chr01	400000	450000	48	6969	50000	0.1393800
chr01	450000	500000	37	21383	50000	0.4276600
chr01	500000	550000	62	23970	50000	0.4794000
chr01	550000	600000	62	34641	50000	0.6928200
chr01	600000	650000	35	14141	50000	0.2828200
chr01	650000	700000	48	29139	50000	0.5827800
chr01	700000	750000	80	29658	50000	0.5931600
chr01	750000	800000	50	26771	50000	0.5354200
chr01	800000	850000	69	23304	50000	0.4660800
chr01	850000	900000	37	27438	50000	0.5487600
chr01	900000	950000	35	37942	50000	0.7588400
chr01	950000	1000000	57	22889	50000	0.4577800
chr01	1000000	1050000	68	26209	50000	0.5241800
chr01	1050000	1100000	46	27771	50000	0.5554200
chr01	1100000	1150000	52	31895	50000	0.6379000
chr01	1150000	1200000	55	18079	50000	0.3615800
chr01	1200000	1250000	38	12070	50000	0.2414000
chr01	1250000	1300000	60	18997	50000	0.3799400
chr01	1300000	1350000	55	13531	50000	0.2706200
chr01	1350000	1400000	43	25525	50000	0.5105000
chr01	1400000	1450000	60	39467	50000	0.7893400
chr01	1450000	1500000	47	22577	50000	0.4515400
chr01	1500000	1550000	48	33397	50000	0.6679400
chr01	1550000	1600000	55	21686	50000	0.4337200
chr01	1600000	1650000	59	28964	50000	0.5792800
chr01	1650000	1700000	61	18000	50000	0.3600000
chr01	1700000	1750000	61	25719	50000	0.5143800
chr01	1750000	1800000	65	29196	50000	0.5839200
chr01	1800000	1850000	47	24912	50000	0.4982400
chr01	1850000	1900000	49	25494	50000	0.5098800
chr01	1900000	1950000	61	18261	50000	0.3652200
chr01	1950000	2000000	65	21825	50000	0.4365000
chr01	2000000	2050000	46	26045	50000	0.5209000
chr01	2050000	2100000	166	50000	50000	1.0000000
chr01	2100000	2150000	74	32737	50000	0.6547400
chr01	2150000	2200000	44	31829	50000	0.6365800
chr01	2200000	2250000	51	39878	50000	0.7975600
chr01	2250000	2300000	68	25632	50000	0.5126400
chr01	2300000	2350000	49	29767	50000	0.5953400
chr01	2350000	2400000	57	25434	50000	0.5086800
chr01	2400000	2450000	57	33213	50000	0.6642600
chr01	2450000	2500000	40	26670	50000	0.5334000
chr01	2500000	2550000	54	35474	50000	0.7094800
chr01	2550000	2600000	63	41379	50000	0.8275800
chr01	2600000	2650000	48	38240	50000	0.7648000
chr01	2650000	2700000	56	40931	50000	0.8186200
chr01	2700000	2750000	42	46537	50000	0.9307400
chr01	2750000	2800000	36	49962	50000	0.9992400
chr01	2800000	2850000	41	50000	50000	1.0000000
chr01	2850000	2900000	41	50000	50000	1.0000000
chr01	2900000	2950000	39	50000	50000	1.0000000
chr01	2950000	3000000	41	49973	50000	0.9994600
chr01	3000000	3050000	51	39035	50000	0.7807000
chr01	3050000	3100000	59	38830	50000	0.7766000
chr01	3100000	3150000	38	21745	50000	0.4349000
chr01	3150000	3200000	42	22113	50000	0.4422600
chr01	3200000	3250000	51	25975	50000	0.5195000
chr01	3250000	3300000	54	35656	50000	0.7131200
chr01	3300000	3350000	78	35519	50000	0.7103800
chr01	3350000	3400000	65	28406	50000	0.5681200
chr01	3400000	3450000	82	31439	50000	0.6287800
chr01	3450000	3500000	49	19387	50000	0.3877400
chr01	3500000	3550000	44	17395	50000	0.3479000
chr01	3550000	3600000	63	26255	50000	0.5251000
chr01	3600000	3650000	32	15408	50000	0.3081600
chr01	3650000	3700000	39	26260	50000	0.5252000
chr01	3700000	3750000	45	30480	50000	0.6096000
chr01	3750000	3800000	53	21038	50000	0.4207600
chr01	3800000	3850000	55	31539	50000	0.6307800
chr01	3850000	3900000	47	20404	50000	0.4080800
chr01	3900000	3950000	45	19734	50000	0.3946800
chr01	3950000	4000000	40	16076	50000	0.3215200
chr01	4000000	4050000	67	28312	50000	0.5662400
chr01	4050000	4100000	60	21346	50000	0.4269200
chr01	4100000	4150000	39	24797	50000	0.4959400
chr01	4150000	4200000	31	13710	50000	0.2742000
chr01	4200000	4250000	53	14567	50000	0.2913400
chr01	4250000	4300000	42	11498	50000	0.2299600
chr01	4300000	4350000	70	24410	50000	0.4882000
chr01	4350000	4400000	71	25317	50000	0.5063400
chr01	4400000	4450000	61	22131	50000	0.4426200
chr01	4450000	4500000	46	34034	50000	0.6806800
chr01	4500000	4550000	76	48165	50000	0.9633000
chr01	4550000	4600000	81	49986	50000	0.9997200
chr01	4600000	4650000	62	44873	50000	0.8974600
chr01	4650000	4700000	64	38492	50000	0.7698400
chr01	4700000	4750000	46	45179	50000	0.9035800
chr01	4750000	4800000	58	43296	50000	0.8659200
chr01	4800000	4850000	70	29118	50000	0.5823600
chr01	4850000	4900000	66	33654	50000	0.6730800
chr01	4900000	4950000	54	22232	50000	0.4446400
chr01	4950000	5000000	64	25150	50000	0.5030000
chr01	5000000	5050000	74	25237	50000	0.5047400
chr01	5050000	5100000	24	49698	50000	0.9939600
chr01	5100000	5150000	47	31680	50000	0.6336000
chr01	5150000	5200000	50	18826	50000	0.3765200
chr01	5200000	5250000	69	28242	50000	0.5648400
chr01	5250000	5300000	33	30007	50000	0.6001400
chr01	5300000	5350000	49	26399	50000	0.5279800
chr01	5350000	5400000	45	14838	50000	0.2967600
chr01	5400000	5450000	27	20288	50000	0.4057600
chr01	5450000	5500000	38	22721	50000	0.4544200
chr01	5500000	5550000	48	29527	50000	0.5905400
chr01	5550000	5600000	48	20274	50000	0.4054800
chr01	5600000	5650000	37	46467	50000	0.9293400
chr01	5650000	5700000	64	27771	50000	0.5554200
chr01	5700000	5750000	57	32961	50000	0.6592200
chr01	5750000	5800000	48	31180	50000	0.6236000
chr01	5800000	5850000	46	24875	50000	0.4975000
chr01	5850000	5900000	59	26936	50000	0.5387200
chr01	5900000	5950000	53	46211	50000	0.9242200
chr01	5950000	6000000	42	49942	50000	0.9988400
chr01	6000000	6050000	39	49289	50000	0.9857800
chr01	6050000	6100000	37	49109	50000	0.9821800
chr01	6100000	6150000	43	49780	50000	0.9956000
chr01	6150000	6200000	35	47908	50000	0.9581600
chr01	6200000	6250000	17	49999	50000	0.9999800
chr01	6250000	6300000	35	49902	50000	0.9980400
chr01	6300000	6350000	49	49470	50000	0.9894000
chr01	6350000	6400000	40	48819	50000	0.9763800
chr01	6400000	6450000	36	48545	50000	0.9709000
chr01	6450000	6500000	40	49234	50000	0.9846800
chr01	6500000	6550000	35	49358	50000	0.9871600
chr01	6550000	6600000	43	49687	50000	0.9937400
chr01	6600000	6650000	38	49625	50000	0.9925000
chr01	6650000	6700000	35	49850	50000	0.9970000
chr01	6700000	6750000	37	49974	50000	0.9994800
chr01	6750000	6800000	47	48079	50000	0.9615800
chr01	6800000	6850000	39	49641	50000	0.9928200
chr01	6850000	6900000	36	49241	50000	0.9848200
chr01	6900000	6950000	37	49679	50000	0.9935800
chr01	6950000	7000000	52	49143	50000	0.9828600
chr01	7000000	7050000	52	36523	50000	0.7304600
chr01	7050000	7100000	40	17162	50000	0.3432400
chr01	7100000	7150000	42	22908	50000	0.4581600
chr01	7150000	7200000	49	14961	50000	0.2992200
chr01	7200000	7250000	48	20106	50000	0.4021200
chr01	7250000	7300000	34	22237	50000	0.4447400
chr01	7300000	7350000	44	21666	50000	0.4333200
chr01	7350000	7400000	72	27224	50000	0.5444800
chr01	7400000	7450000	42	33086	50000	0.6617200
chr01	7450000	7500000	68	21516	50000	0.4303200
chr01	7500000	7550000	65	20740	50000	0.4148000
chr01	7550000	7600000	58	22166	50000	0.4433200
chr01	7600000	7650000	55	32621	50000	0.6524200
chr01	7650000	7700000	43	16060	50000	0.3212000
chr01	7700000	7750000	60	19821	50000	0.3964200
chr01	7750000	7800000	50	16607	50000	0.3321400
chr01	7800000	7850000	64	23889	50000	0.4777800
chr01	7850000	7900000	35	21850	50000	0.4370000
chr01	7900000	7950000	43	20746	50000	0.4149200
chr01	7950000	8000000	44	24050	50000	0.4810000
chr01	8000000	8050000	48	36182	50000	0.7236400
chr01	8050000	8100000	43	43145	50000	0.8629000
chr01	8100000	8150000	44	15650	50000	0.3130000
chr01	8150000	8200000	39	17955	50000	0.3591000
chr01	8200000	8250000	44	24022	50000	0.4804400
chr01	8250000	8300000	36	40140	50000	0.8028000
chr01	8300000	8350000	48	33709	50000	0.6741800
chr01	8350000	8400000	47	19569	50000	0.3913800
chr01	8400000	8450000	47	18726	50000	0.3745200
chr01	8450000	8500000	38	21519	50000	0.4303800
chr01	8500000	8550000	48	28201	50000	0.5640200
chr01	8550000	8600000	51	25551	50000	0.5110200
chr01	8600000	8650000	46	27365	50000	0.5473000
chr01	8650000	8700000	35	33391	50000	0.6678200
chr01	8700000	8750000	46	28261	50000	0.5652200
chr01	8750000	8800000	54	32834	50000	0.6566800
chr01	8800000	8850000	42	16104	50000	0.3220800
chr01	8850000	8900000	42	19480	50000	0.3896000
chr01	8900000	8950000	46	16610	50000	0.3322000
chr01	8950000	9000000	57	25284	50000	0.5056800
chr01	9000000	9050000	61	33727	50000	0.6745400
chr01	9050000	9100000	58	26408	50000	0.5281600
chr01	9100000	9150000	62	25804	50000	0.5160800
chr01	9150000	9200000	45	25380	50000	0.5076000
chr01	9200000	9250000	50	24950	50000	0.4990000
chr01	9250000	9300000	52	22124	50000	0.4424800
chr01	9300000	9350000	40	22271	50000	0.4454200
chr01	9350000	9400000	87	25150	50000	0.5030000
chr01	9400000	9450000	71	33831	50000	0.6766200
chr01	9450000	9500000	52	15272	50000	0.3054400
chr01	9500000	9550000	52	29864	50000	0.5972800
chr01	9550000	9600000	43	31242	50000	0.6248400
chr01	9600000	9650000	49	24560	50000	0.4912000
chr01	9650000	9700000	50	22802	50000	0.4560400
chr01	9700000	9750000	64	26113	50000	0.5222600
chr01	9750000	9800000	69	24904	50000	0.4980800
chr01	9800000	9850000	56	20662	50000	0.4132400
chr01	9850000	9900000	45	34810	50000	0.6962000
chr01	9900000	9950000	48	45584	50000	0.9116800
chr01	9950000	10000000	54	37949	50000	0.7589800
chr01	10000000	10050000	73	46443	50000	0.9288600
chr01	10050000	10100000	36	38078	50000	0.7615600
chr01	10100000	10150000	50	42226	50000	0.8445200
chr01	10150000	10200000	47	22926	50000	0.4585200
chr01	10200000	10250000	59	22191	50000	0.4438200
chr01	10250000	10300000	71	28377	50000	0.5675400
chr01	10300000	10350000	55	19690	50000	0.3938000
chr01	10350000	10400000	67	18547	50000	0.3709400
chr01	10400000	10450000	46	36327	50000	0.7265400
chr01	10450000	10500000	53	25703	50000	0.5140600
chr01	10500000	10550000	48	39369	50000	0.7873800
chr01	10550000	10600000	65	29767	50000	0.5953400
chr01	10600000	10650000	45	24420	50000	0.4884000
chr01	10650000	10700000	42	27864	50000	0.5572800
chr01	10700000	10750000	56	36142	50000	0.7228400
chr01	10750000	10800000	43	19391	50000	0.3878200
chr01	10800000	10850000	62	23614	50000	0.4722800
chr01	10850000	10900000	59	17967	50000	0.3593400
chr01	10900000	10950000	59	38922	50000	0.7784400
chr01	10950000	11000000	57	47160	50000	0.9432000
chr01	11000000	11050000	52	49241	50000	0.9848200
chr01	11050000	11100000	45	49986	50000	0.9997200
chr01	11100000	11150000	45	49680	50000	0.9936000
chr01	11150000	11200000	31	49122	50000	0.9824400
chr01	11200000	11250000	39	49991	50000	0.9998200
chr01	11250000	11300000	31	49169	50000	0.9833800
chr01	11300000	11303845	13	3512	3845	0.9133940
chr02	0	50000	41	46684	50000	0.9336800
chr02	50000	100000	38	49322	50000	0.9864400
chr02	100000	150000	57	30632	50000	0.6126400
chr02	150000	200000	67	24517	50000	0.4903400
chr02	200000	250000	47	21484	50000	0.4296800
chr02	250000	300000	57	25573	50000	0.5114600
chr02	300000	350000	56	19395	50000	0.3879000
chr02	350000	400000	55	24198	50000	0.4839600
chr02	400000	450000	51	24482	50000	0.4896400
chr02	450000	500000	57	29483	50000	0.5896600
chr02	500000	550000	30	45604	50000	0.9120800
chr02	550000	600000	70	49837	50000	0.9967400
chr02	600000	650000	87	29670	50000	0.5934000
chr02	650000	700000	60	19538	50000	0.3907600
chr02	700000	750000	45	17872	50000	0.3574400
chr02	750000	800000	48	21273	50000	0.4254600
chr02	800000	850000	42	14107	50000	0.2821400
chr02	850000	900000	38	17453	50000	0.3490600
chr02	900000	950000	50	12015	50000	0.2403000
chr02	950000	1000000	40	13604	50000	0.2720800
chr02	1000000	1050000	59	34968	50000	0.6993600
chr02	1050000	1100000	69	18644	50000	0.3728800
chr02	1100000	1150000	44	26268	50000	0.5253600
chr02	1150000	1200000	45	18956	50000	0.3791200
chr02	1200000	1250000	69	31691	50000	0.6338200
chr02	1250000	1300000	52	14208	50000	0.2841600
chr02	1300000	1350000	44	36027	50000	0.7205400
chr02	1350000	1400000	1	50000	50000	1.0000000
chr02	1400000	1450000	61	23958	50000	0.4791600
chr02	1450000	1500000	45	27468	50000	0.5493600
chr02	1500000	1550000	74	24316	50000	0.4863200
chr02	1550000	1600000	69	38536	50000	0.7707200
chr02	1600000	1650000	46	25925	50000	0.5185000
chr02	1650000	1700000	63	27178	50000	0.5435600
chr02	1700000	1750000	64	25198	50000	0.5039600
chr02	1750000	1800000	46	28573	50000	0.5714600
chr02	1800000	1850000	62	31151	50000	0.6230200
chr02	1850000	1900000	63	18740	50000	0.3748000
chr02	1900000	1950000	41	30102	50000	0.6020400
chr02	1950000	2000000	57	16234	50000	0.3246800
chr02	2000000	2050000	69	23239	50000	0.4647800
chr02	2050000	2100000	43	17774	50000	0.3554800
chr02	2100000	2150000	42	8464	50000	0.1692800
chr02	2150000	2200000	63	24072	50000	0.4814400
chr02	2200000	2250000	70	17922	50000	0.3584400
chr02	2250000	2300000	37	21801	50000	0.4360200
chr02	2300000	2350000	43	30097	50000	0.6019400
chr02	2350000	2400000	49	24540	50000	0.4908000
chr02	2400000	2450000	44	25146	50000	0.5029200
chr02	2450000	2500000	46	30343	50000	0.6068600
chr02	2500000	2550000	78	14836	50000	0.2967200
chr02	2550000	2600000	53	18355	50000	0.3671000
chr02	2600000	2650000	36	26599	50000	0.5319800
chr02	2650000	2700000	44	27183	50000	0.5436600
chr02	2700000	2750000	34	24683	50000	0.4936600
chr02	2750000	2800000	42	19214	50000	0.3842800
chr02	2800000	2850000	63	44879	50000	0.8975800
chr02	2850000	2900000	29	49488	50000	0.9897600
chr02	2900000	2950000	55	47859	50000	0.9571800
chr02	2950000	3000000	44	49423	50000	0.9884600
chr02	3000000	3050000	23	49884	50000	0.9976800
chr02	3050000	3100000	17	49912	50000	0.9982400
chr02	3100000	3150000	22	48389	50000	0.9677800
chr02	3150000	3200000	29	49951	50000	0.9990200
chr02	3200000	3250000	28	49622	50000	0.9924400
chr02	3250000	3300000	35	48994	50000	0.9798800
chr02	3300000	3350000	39	47316	50000	0.9463200
chr02	3350000	3400000	22	49940	50000	0.9988000
chr02	3400000	3450000	30	49562	50000	0.9912400
chr02	3450000	3500000	38	49073	50000	0.9814600
chr02	3500000	3550000	42	48443	50000	0.9688600
chr02	3550000	3600000	50	49359	50000	0.9871800
chr02	3600000	3650000	35	48472	50000	0.9694400
chr02	3650000	3700000	33	49998	50000	0.9999600
chr02	3700000	3750000	46	49255	50000	0.9851000
chr02	3750000	3800000	40	49778	50000	0.9955600
chr02	3800000	3850000	55	38600	50000	0.7720000
chr02	3850000	3900000	52	42178	50000	0.8435600
chr02	3900000	3950000	32	39740	50000	0.7948000
chr02	3950000	4000000	52	31813	50000	0.6362600
chr02	4000000	4050000	27	20876	50000	0.4175200
chr02	4050000	4100000	49	31211	50000	0.6242200
chr02	4100000	4150000	39	29039	50000	0.5807800
chr02	4150000	4200000	49	47086	50000	0.9417200
chr02	4200000	4250000	45	31376	50000	0.6275200
chr02	4250000	4300000	40	28952	50000	0.5790400
chr02	4300000	4350000	46	20389	50000	0.4077800
chr02	4350000	4400000	50	22057	50000	0.4411400
chr02	4400000	4450000	27	24774	50000	0.4954800
chr02	4450000	4500000	64	21972	50000	0.4394400
chr02	4500000	4550000	28	6973	50000	0.1394600
chr02	4550000	4600000	46	25412	50000	0.5082400
chr02	4600000	4650000	55	21920	50000	0.4384000
chr02	4650000	4700000	36	6628	50000	0.1325600
chr02	4700000	4750000	49	19246	50000	0.3849200
chr02	4750000	4800000	45	11154	50000	0.2230800
chr02	4800000	4850000	44	34613	50000	0.6922600
chr02	4850000	4900000	51	24477	50000	0.4895400
chr02	4900000	4950000	37	35610	50000	0.7122000
chr02	4950000	5000000	63	32335	50000	0.6467000
chr02	5000000	5050000	75	23157	50000	0.4631400
chr02	5050000	5100000	49	16332	50000	0.3266400
chr02	5100000	5150000	39	19643	50000	0.3928600
chr02	5150000	5200000	50	12843	50000	0.2568600
chr02	5200000	5250000	64	17103	50000	0.3420600
chr02	5250000	5300000	40	16850	50000	0.3370000
chr02	5300000	5350000	50	15120	50000	0.3024000
chr02	5350000	5400000	43	15038	50000	0.3007600
chr02	5400000	5450000	69	32231	50000	0.6446200
chr02	5450000	5500000	45	32803	50000	0.6560600
chr02	5500000	5550000	41	49882	50000	0.9976400
chr02	5550000	5600000	58	27995	50000	0.5599000
chr02	5600000	5650000	47	18508	50000	0.3701600
chr02	5650000	5700000	45	23774	50000	0.4754800
chr02	5700000	5750000	45	13577	50000	0.2715400
chr02	5750000	5800000	46	21595	50000	0.4319000
chr02	5800000	5850000	61	31152	50000	0.6230400
chr02	5850000	5900000	34	6328	50000	0.1265600
chr02	5900000	5950000	65	25361	50000	0.5072200
chr02	5950000	6000000	48	28492	50000	0.5698400
chr02	6000000	6050000	43	37040	50000	0.7408000
chr02	6050000	6100000	56	28817	50000	0.5763400
chr02	6100000	6150000	31	16038	50000	0.3207600
chr02	6150000	6200000	33	17091	50000	0.3418200
chr02	6200000	6250000	44	27457	50000	0.5491400
chr02	6250000	6300000	60	47327	50000	0.9465400
chr02	6300000	6350000	73	48953	50000	0.9790600
chr02	6350000	6400000	48	30421	50000	0.6084200
chr02	6400000	6450000	57	29786	50000	0.5957200
chr02	6450000	6500000	40	15470	50000	0.3094000
chr02	6500000	6550000	50	27465	50000	0.5493000
chr02	6550000	6600000	50	19076	50000	0.3815200
chr02	6600000	6650000	50	24804	50000	0.4960800
chr02	6650000	6700000	54	35873	50000	0.7174600
